,x,y,z,uuid,label
801,-0.86933,-0.084994,-0.486869,3323C841-C738-4293-A0C8-ECA6A6F2D653,banked-right
802,-0.75121,-0.074732,-0.655819,822525FA-9425-4AC9-8ECD-E7EDF13E2EF7,banked-right
803,-0.776338,-0.025996,-0.629781,385A1635-7D99-4214-9253-7800FD719DEC,banked-right
804,-0.688551,-0.042729,-0.723929,5D2ECA73-5A95-421F-BE80-82A5C2F1FDA2,banked-right
805,-0.805693,-0.098224,-0.584132,C2938EE5-6C7D-4AE4-B00E-5B8B544720B4,banked-right
806,-0.784671,-0.0885,-0.613563,17DE8FFE-524E-4BEF-BBA4-07C6A7AA152C,banked-right
807,-0.789532,-0.121177,-0.601627,AEFAAFEC-ABE1-49FE-8834-177C97F2CC2E,banked-right
808,-0.786645,-0.089904,-0.610825,2596D9EA-6A00-4ABF-B6C8-E322AB873A83,banked-right
809,-0.798513,-0.076363,-0.597115,B7362B37-D099-445D-9B52-5D3270822B96,banked-right
810,-0.782102,-0.11938,-0.611609,F0451D91-01CD-4DA5-9DF8-AA51F570D292,banked-right
811,-0.814688,-0.084564,-0.5737,A8884084-7A9D-4BAF-8D74-AD3221640FC3,banked-right
812,-0.804957,-0.080265,-0.58788,726050D3-C13D-4728-92BC-DCD647DD3C54,banked-right
813,-0.781085,-0.058915,-0.621639,CAD4C9D4-1115-44C0-AB4F-C6AE6045F5CD,banked-right
814,-0.822081,-0.024884,-0.568826,F657A9FE-F899-4AC1-85F2-6A6025D2EAD6,banked-right
815,-0.794939,-0.085163,-0.600682,1456527A-D28E-41D1-B399-B759EBE665F6,banked-right
816,-0.79222,-0.020832,-0.60988,3BB66DA1-474E-4E94-99A1-7544DE188662,banked-right
817,-0.784904,-0.007793,-0.619569,598B2651-873C-4E2F-A1A6-6508903E5056,banked-right
818,-0.801214,-0.027647,-0.59774,44D911D9-A03A-4097-90D9-5BEE31C013F0,banked-right
819,-0.767053,-0.049899,-0.639641,F7A82B69-D3D4-47D7-9ECC-E2886F7B2F9B,banked-right
820,-0.750109,-0.074058,-0.657155,508F6141-ECAF-419B-AA07-CB8317D58EFD,banked-right
821,-0.764076,-0.045782,-0.6435,C5013D2B-B4A1-4679-A0C3-C9543245495D,banked-right
822,-0.74247,-0.036675,-0.668875,A0A26AE3-5A7F-467E-947B-B1537E0A910D,banked-right
823,-0.688471,-0.069014,-0.721973,EABD55AB-933C-47FD-9470-DB84964D130E,banked-right
824,-0.777804,-0.051266,-0.626413,A2D1EF85-60DF-4721-8786-C664663E7316,banked-right
825,-0.769398,-0.027205,-0.63819,1FA912FC-1FC5-47E4-8E23-CA63A61098E2,banked-right
826,-0.787025,-0.045348,-0.615252,27401619-15E1-4137-ABD4-B8E45A2316EE,banked-right
827,-0.784021,-0.030701,-0.619974,9B308095-1E9A-4868-978F-0B7A4568280A,banked-right
828,-0.731707,-0.04012,-0.680438,2ACB8948-314E-4BA0-86F8-9E94A3162018,banked-right
829,-0.742582,0.048619,-0.667988,C25C753E-C80F-45F1-BDAD-D3A657DCDAD4,banked-right
830,-0.764211,-0.060602,-0.642112,D9416C64-B8ED-41A9-8941-BDAE770C641A,banked-right
831,-0.791909,-0.071618,-0.606424,F6E657F3-67C8-4C11-9176-18DA8D1E487B,banked-right
832,-0.79179,-0.108282,-0.601119,9823E7F1-314C-4970-828C-D8AAB0F8487A,banked-right
833,-0.795398,-0.070482,-0.601976,9C514EEB-4269-43D2-9BF5-171A5FBE5378,banked-right
834,-0.798646,-0.031143,-0.600995,CD569EFD-7D72-4C13-AF92-10F7FB7D3615,banked-right
835,-0.828805,-0.071847,-0.554906,C141821B-8227-4B0A-8DFB-0B14EED7478D,banked-right
836,-0.808773,-0.066913,-0.584302,22330004-C5DF-411D-A447-6A7ECA70802D,banked-right
837,-0.823444,-0.08366,-0.561196,838F3352-3CB3-433A-8980-6203394BD01E,banked-right
838,-0.785915,-0.084677,-0.61251,8C2CAD75-1DD1-44B2-8603-30087021083A,banked-right
839,-0.736888,-0.125937,-0.664181,77AC0260-F207-4AF3-9928-D6603E54FA2A,banked-right
840,-0.757227,-0.072992,-0.649061,8B6601A9-2D8D-49A9-9302-5B3EABB65885,banked-right
841,-0.766768,-0.063308,-0.638795,557AF414-921C-429A-BBAA-8892179EC432,banked-right
842,-0.769639,-0.07418,-0.634156,7989E9AD-4821-462B-A75A-6EE4F64691A3,banked-right
843,-0.695774,-0.064174,-0.715388,788F5C40-CA52-44F5-B5BF-5E687019D3BF,banked-right
844,-0.716668,-0.103515,-0.68969,FA653E21-49D4-49BF-8CC9-C31246D02FE1,banked-right
845,-0.755177,-0.062485,-0.652536,D4598363-FE41-423F-BA01-55A06017B553,banked-right
846,-0.762611,-0.053106,-0.644673,8847BE8C-1AC7-4177-AB74-9C52F2122019,banked-right
847,-0.790043,-0.056323,-0.610459,C3249E6B-3D63-4C32-A90E-777EBFE5603F,banked-right
848,-0.779626,-0.04813,-0.624393,2E2288A0-4F17-459B-BBFE-4566B7AABC8F,banked-right
849,-0.772177,0.0361,-0.634381,692147EA-E214-4338-B2CE-898338EF7C66,banked-right
850,-0.786295,0.002622,-0.617846,B79D5A01-3AEE-49A4-986D-8581814252BC,banked-right
851,-0.824289,-0.088378,-0.55923,5C8C5B71-E602-4AD0-B704-5E7372A8A4BE,banked-right
852,-0.8235,-0.058326,-0.56431,2B97A546-4C77-4412-BA29-C6C93DB0E34F,banked-right
853,-0.814033,-0.108215,-0.570648,8941FD58-80C1-43AE-B4E6-ADDB644ED6F6,banked-right
854,-0.798051,-0.088662,-0.596032,378E706B-880D-47B0-8E88-0539969D5AF0,banked-right
855,-0.810443,-0.102532,-0.576775,6042939E-04C7-4709-B5C9-FE9D46DB7A0F,banked-right
856,-0.805505,-0.073308,-0.588037,7BF3EA31-BFA8-4073-AA2F-47C4CB6B99ED,banked-right
857,-0.830085,-0.065828,-0.553738,A6EEF57D-3878-4007-AA24-F8B5FE4FBDDB,banked-right
858,-0.842158,-0.079742,-0.533302,A1CD544C-52F8-4F5E-94A8-3EE35198C4E1,banked-right
859,-0.851817,-0.077584,-0.518063,6A1E3DF8-4DDD-4AE9-B9EA-0D27754A58BC,banked-right
860,-0.849094,-0.085029,-0.521353,F8E7452B-7E55-4861-95AE-DF060E2B4132,banked-right
861,-0.855031,-0.067741,-0.514134,74832D67-11D4-4CE8-A75E-32B045E1D1A1,banked-right
862,-0.845004,-0.047937,-0.532607,F5E6E825-B86F-41A7-908A-C364B32DF538,banked-right
863,-0.852642,-0.006044,-0.52246,DCBF7068-CF93-4EB1-BA94-DD8502B65D54,banked-right
864,-0.846696,0.065295,-0.528056,4D29BB04-C56B-4C57-902E-008522059FA7,banked-right
865,-0.863564,0.009633,-0.504148,4FFEEA8F-3719-4428-9ADF-45A30C49CE24,banked-right
866,-0.837869,-0.031234,-0.544977,705C997C-A545-4FBB-94F5-4336F636E321,banked-right
867,-0.842521,-0.005368,-0.538637,6AD4F9BB-CA0C-452A-BC85-977BC39EB2A0,banked-right
868,-0.833864,0.003175,-0.551961,B229A72E-58F8-49C2-A903-6839871C30AC,banked-right
869,-0.849802,0.034181,-0.525993,B3B5613F-9B82-48E6-BE1E-A3D6DDC33E9E,banked-right
870,-0.845646,0.023661,-0.53322,CE60E142-5D8B-4652-9733-43E80EA298D6,banked-right
871,-0.827473,0.04681,-0.559552,60709C55-1F38-4064-90DF-DF2825C57CF9,banked-right
872,-0.818884,0.045301,-0.572168,51BA49DE-55AE-49D6-986C-D65CF096FAD5,banked-right
873,-0.812757,0.009557,-0.582525,6218F99B-BF8C-4786-8773-852061AA8134,banked-right
874,-0.807761,0.011978,-0.589389,51B17AF5-1681-429F-B233-68A3B41EFD3A,banked-right
875,-0.779468,0.036426,-0.625383,C6FAF12A-DFEE-49CC-B466-77FC24B6954E,banked-right
876,-0.782326,0.03689,-0.621775,F11CA815-C537-4E9B-A1B0-63DEC739616B,banked-right
877,-0.717609,-0.032463,-0.695689,997A44E2-96D9-4A08-8CD2-4B48D025282B,banked-right
878,-0.691219,0.007188,-0.72261,07163032-3776-437C-8375-B40284B3E438,banked-right
879,-0.814869,-0.087237,-0.573044,7A6B3BED-9E95-42DC-8419-2CACFFA9A27F,banked-right
880,-0.831579,-0.139982,-0.537477,B3EBB851-F9DC-4AB9-8382-932C21CA2FDF,banked-right
881,-0.84069,-0.090847,-0.533843,5C4FAF45-516E-48B5-99CD-30451A87D7B7,banked-right
882,-0.808699,-0.056235,-0.585529,2CA60C96-D2B7-4F2F-AD7D-3AC902BF2AE1,banked-right
883,-0.837609,-0.125089,-0.531755,5AD019F5-4D53-4256-ADF1-D572CA6F859E,banked-right
884,-0.840931,-0.13409,-0.524266,DC0AFE1C-1173-413E-8AD4-ABD1643D073D,banked-right
885,-0.871077,-0.113276,-0.477906,8AB2DB94-2724-48D9-B4C8-F6C21B3B49AA,banked-right
886,-0.886845,-0.089756,-0.453265,278C5D59-79BF-4F81-9672-6199A20622CA,banked-right
887,-0.828951,-0.113051,-0.547778,EDAB123C-2A41-4EB6-BC8F-E2AE4397A468,banked-right
888,-0.883965,-0.094131,-0.457979,7BB0D2ED-6617-4626-BE40-E640A2C9B7AB,banked-right
889,-0.879873,-0.118876,-0.4601,A08F530A-54D9-4EE0-A320-AE328FF56AED,banked-right
890,-0.851106,-0.08143,-0.518641,57DBC739-E7DC-4084-A3B3-7DD1D3D3EA9D,banked-right
891,-0.813275,-0.153792,-0.561188,B5E72E11-0F75-4DE0-95FA-212C90D4B6ED,banked-right
892,-0.827246,-0.106779,-0.551599,20F2E3D0-019B-45F4-A317-7496BC07B205,banked-right
893,-0.864216,-0.104284,-0.492195,9C073FC2-FC3F-495E-9F8F-237D94C314E0,banked-right
894,-0.870411,-0.143595,-0.47092,E12332EE-12CF-446F-816C-67FD0620D28D,banked-right
895,-0.83447,-0.135517,-0.53413,2E211783-4014-4D5F-8D65-D4FC192CF134,banked-right
896,-0.863925,-0.076062,-0.497844,22F2B58E-746B-428F-A033-F132A9409525,banked-right
897,-0.862753,-0.125561,-0.489787,C04F90F0-F102-4636-BAF5-11F18F377550,banked-right
898,-0.845398,-0.157632,-0.510347,7215D6C6-EF57-470F-95D3-649E27AF476F,banked-right
899,-0.884513,-0.096697,-0.456383,54D81577-559F-439C-B8EA-0D54A2F7D5D6,banked-right
900,-0.812463,-0.055229,-0.580391,30D62C0B-182B-473E-AEC2-2F03968250AD,banked-right
901,-0.828561,-0.117098,-0.547516,16427713-1076-4487-8098-23E57D1B42FC,banked-right
902,-0.836658,-0.114476,-0.535629,BFFBD647-2748-4FB6-A1E8-A590C028415A,banked-right
903,-0.818663,-0.149984,-0.554343,3FFEBE1E-E0ED-49FA-9CF2-7FD74909551E,banked-right
904,-0.828264,-0.101439,-0.551079,AE44010A-AD88-450C-B2DC-F2242FBC092B,banked-right
905,-0.779514,-0.125512,-0.613681,39D46DDD-B551-4013-9E10-9CEE0C93E097,banked-right
906,-0.823622,-0.103323,-0.557648,2B12ABC2-9309-4349-8C5A-6CB922A9A0F9,banked-right
907,-0.86163,-0.060635,-0.503902,D05179C2-38E9-47EE-B4FD-6B538DEA6676,banked-right
908,-0.848733,-0.104692,-0.518355,C641F5D4-A839-40B7-9E3B-9A853A1138A3,banked-right
909,-0.870144,-0.098339,-0.482886,87F0B79A-D06E-4B23-9F4D-C0091253AAD4,banked-right
910,-0.845305,-0.080944,-0.528117,C84289E4-6462-4A3D-B800-F641DBFFDE9C,banked-right
911,-0.820205,-0.147737,-0.552664,F9F063AA-87DE-4B00-B7EA-E8D29DA1D40B,banked-right
912,-0.882727,-0.075739,-0.463741,7BF57B00-DCBC-40A4-88CD-E65E65FE3243,banked-right
913,-0.855532,-0.064415,-0.513727,FF3E0AB2-AEE2-4AB1-AA6A-2F1A95506C8E,banked-right
914,-0.859127,-0.106246,-0.500612,16C8691F-925F-4F1D-96D6-C8451ADE09B2,banked-right
915,-0.828753,-0.123575,-0.5458,87AD4EDD-D0B4-4DD8-9526-7599B42C5383,banked-right
916,-0.893245,-0.040214,-0.447767,7A91C962-0579-4F5B-82E9-F86A24FF25D8,banked-right
917,-0.833031,-0.093716,-0.54523,12D860CA-2CAE-4B56-8307-DF0C4FFD0FF1,banked-right
918,-0.852879,-0.104968,-0.511448,CB62BBFF-7A68-4FC6-BC79-E929836E05E4,banked-right
919,-0.807879,-0.087787,-0.582774,A5F45975-13D3-4773-AA68-3D153169DEF6,banked-right
920,-0.863252,-0.050721,-0.502218,16AA8A5D-8024-40AF-A39F-C60530C97115,banked-right
921,-0.873733,-0.067486,-0.481702,EF620887-8F49-42E4-AE9E-5F228B27099A,banked-right
922,-0.845119,-0.037927,-0.533231,B1546274-D3CB-40CE-8688-642C56570261,banked-right
923,-0.837092,-0.037307,-0.545788,9E713B88-43A8-4EB8-93D9-F4AFFB67B4B1,banked-right
924,-0.815624,-0.106373,-0.56872,11BFD1F3-C245-4BF8-963B-9A3A4536660E,banked-right
925,-0.86116,-0.033876,-0.507205,4F5C8446-DCFD-4A69-98A4-E7D8BB2820C1,flat-even
926,-0.682591,-0.070901,-0.727353,8AF50E2A-CD2C-40D0-A7B6-EB99CEBA9F4A,flat-even
927,-0.673739,-0.005263,-0.73895,905CB7FA-7F1F-40B3-8AC9-C4AA360959F1,flat-even
928,-0.786784,-0.023429,-0.616783,A3B17E44-394E-4DF5-9490-40D787398D0B,flat-even
929,-0.73915,-0.021331,-0.673203,AF5D38E3-D07E-4F16-9486-0C2A00499EFB,flat-even
930,-0.933577,-0.004315,-0.358351,B9B3097D-8B96-42CC-9380-F5D0F913525A,flat-even
931,-0.873299,-0.013347,-0.487002,C60CA908-58C3-4CA6-BB5C-664C2909718E,flat-even
932,-0.907361,-0.025641,-0.419569,34970A2F-BBE9-4510-B81A-B5FB13B43D70,flat-even
933,-0.883871,-0.050555,-0.464991,5A760F73-92F1-4320-83F1-4C34B4E8BFFA,flat-even
934,-0.766685,-0.034416,-0.6411,8F5A83B3-F668-4D2F-B972-A8B79E33F8F4,flat-even
935,-0.699186,-0.03357,-0.714152,97CF6041-83DD-49DA-9B38-E97E4FEF6432,flat-even
936,-0.764287,-0.026279,-0.644341,AE291BFD-E6E5-45EC-A784-476E300530A3,flat-even
937,-0.727784,-0.019046,-0.685542,AF342BA5-9DEC-4F61-9F42-18B146E4D93C,flat-even
938,-0.858867,-0.028076,-0.511429,DB49EEBA-AC62-4020-A283-A71CE9A6242D,flat-even
939,-0.784596,-0.008951,-0.619943,2E981843-3418-4980-9343-3DF28C370DA0,flat-even
940,-0.88071,-0.016315,-0.473374,2EE28B4B-B872-4308-B5EE-DEAAE7186B23,flat-even
941,-0.700285,-0.038295,-0.712835,420BD583-4593-4A4A-9108-B3EFDDB7E8E2,flat-even
942,-0.847316,-0.062074,-0.52745,89A95E5D-7776-4CB7-A699-594C0031715C,flat-even
943,-0.929635,-0.002154,-0.368474,D3FD5E0E-3B0D-4378-ADFA-710C3256FE52,flat-even
944,-0.69994,-0.016211,-0.714018,D5E12861-8E54-4FD4-9DEC-5F676491C2B0,flat-even
945,-0.840724,-0.0397,-0.540006,E0A8D232-E9AD-4239-BD02-A8DBE20C7E24,flat-even
946,-0.749414,-0.002832,-0.662096,FE708F2C-9F94-4862-A329-6027F0AA310C,flat-even
947,-0.726318,0.04903,-0.685608,1DC8E9AB-DEE5-4070-8403-09645553F3E6,flat-even
948,-0.857686,-0.073089,-0.508952,2D15E881-EBBE-43CC-95AA-10608A5341B6,flat-even
949,-0.743637,-0.029788,-0.66792,4DA94D3F-7F96-4737-925A-1F747FC12DDA,flat-even
950,-0.734407,-0.027394,-0.678156,60E8EEEC-17EF-42EF-9C6B-10EDD8813ABA,flat-even
951,-0.79153,-0.030112,-0.610388,A30027B2-8752-4B24-A2A5-E6D1B9D5CFE9,flat-even
952,-0.85422,-0.04599,-0.517874,A8CFEEDF-F7A7-418B-92F0-3002088B207C,flat-even
953,-0.937768,-0.014189,-0.346974,EB1E3B85-8101-42CD-AEFE-267AA3576118,flat-even
954,-0.868821,-0.033963,-0.49396,26A4A2E7-D437-48ED-8945-911E3C3FD0E7,flat-even
955,-0.858997,-0.043679,-0.510114,3A7F9FBC-89BE-4FED-A216-1C0211F3AF2B,flat-even
956,-0.769601,0.036244,-0.637496,5E2B5641-CD37-4ABC-854F-8233425E135A,flat-even
957,-0.81322,0.006294,-0.581922,622C499F-BE1E-47C3-AE1E-8B31F69BFB36,flat-even
958,-0.920244,-0.05585,-0.38734,6E9AA20A-AE2F-4140-8CAC-2CAAC36D6683,flat-even
959,-0.723924,-0.009452,-0.689815,7ED7E5E4-7DF3-440D-AFD5-AB770DABAB33,flat-even
960,-0.738148,0.012152,-0.674529,FA3E87E0-6FDA-44F8-A1AA-119FD1C68AD8,flat-even
961,-0.819549,-0.009211,-0.572935,087F6E83-0E7E-43A3-9224-808E1C56590D,flat-even
962,-0.720199,-0.002019,-0.693765,15CC9740-9BCA-44D6-96C2-CF3CDF500E87,flat-even
963,-0.778712,0.007916,-0.627332,74BC973B-650A-487B-8D5E-9175F7912DC9,flat-even
964,-0.851849,-0.022282,-0.523313,84239782-8C41-4B80-B1AD-C31ACFB1B13B,flat-even
965,-0.74551,-0.023652,-0.666075,8AA5044B-C691-4420-B7E0-BF742B41079B,flat-even
966,-0.850842,-0.013871,-0.525239,C276B77F-98D4-469B-9D2A-C92A84DE8846,flat-even
967,-0.921838,-0.071279,-0.380965,FB518CCE-2BC1-4691-8C8F-FBF7BB33746C,flat-even
968,-0.750164,-0.02254,-0.660868,021AC1B9-44AD-4771-8681-196A11D29DF4,flat-even
969,-0.860597,-0.02597,-0.508624,1D45189D-A154-4A2D-9A7D-9D29BC3A6A35,flat-even
970,-0.948266,-0.077259,-0.307933,330BF664-77C4-4E7B-B660-4FDC34BBA774,flat-even
971,-0.721362,-0.047138,-0.690952,650C39E5-ED99-4667-83EE-1CD6A0595AC9,flat-even
972,-0.74188,0.002959,-0.670526,868E7237-F5F7-440C-A742-A33945F5B644,flat-even
973,-0.843919,-0.031762,-0.535529,CA5C0419-84B3-4944-8044-FF277D2A4CE3,flat-even
974,-0.779179,0.031134,-0.626028,FBAAEE0D-A3E9-433D-90D6-EC6B5086B7C9,flat-even
975,-0.87409,-0.005957,-0.485728,382DBDBA-AAFA-491E-ABDD-6C430837AEB4,flat-even
976,-0.911808,-0.003015,-0.410605,59AB44A0-5CC3-432C-BF5A-D4D132C7570B,flat-even
977,-0.867772,-0.040936,-0.495274,642E4B37-25D5-43B1-89A5-85DF18580858,flat-even
978,-0.781779,0.029478,-0.622859,8A6B8E9E-DDAD-442C-BF62-97494F08C521,flat-even
979,-0.733858,-0.00066,-0.679303,C1BD5698-17AC-4662-BCDB-3B736AB5D77F,flat-even
980,-0.908714,-0.058616,-0.413284,DD8AFC10-9AB2-4393-92E3-F904E956EF49,flat-even
981,-0.716706,-0.03455,-0.696519,F9C697FE-3D8F-44D6-AC97-E415E16887F8,flat-even
982,-0.807399,-0.060657,-0.586879,1BDF24BA-30F4-495C-830A-E562011C806E,flat-even
983,-0.857689,-0.041716,-0.512473,33DD101A-9DB9-45EC-B57B-545A1226454B,flat-even
984,-0.899787,-0.047384,-0.433749,3AE48323-D199-4C4F-8C39-9E085DAB5A52,flat-even
985,-0.879511,-0.006703,-0.475832,51B6F9C1-D69C-477C-BECC-DD302CEF212B,flat-even
986,-0.938255,-0.008805,-0.345833,7EE1F5A5-B026-4906-901C-682014C161A5,flat-even
987,-0.710885,-0.042024,-0.702052,E08BAFC0-B422-4405-818D-07D84EF17EDE,flat-even
988,-0.781434,-0.047908,-0.622146,E8FEE17B-838E-498F-9340-D92D78873858,flat-even
989,-0.803461,0.010243,-0.595269,FA4A4D8B-5156-46A3-B729-40A60AF21A6E,flat-even
990,-0.785943,0.055997,-0.615758,0460191E-42F2-4AFE-878F-D5C06094CF67,flat-even
991,-0.909572,-0.010537,-0.415413,15358777-86F6-4ABB-B124-34B498F9FAD0,flat-even
992,-0.872849,-0.106824,-0.476155,46C56321-5317-45DE-A5A9-153310A66DD5,flat-even
993,-0.956261,-0.008643,-0.292385,5140DB98-513B-4902-A8E0-E6058D9CC925,flat-even
994,-0.836364,0.001331,-0.548173,53D0F350-68C4-4860-A58E-C174494D4191,flat-even
995,-0.683684,0.01226,-0.729675,6DBD4BFD-1557-47E9-AD4A-2C997C31D3B0,flat-even
996,-0.943838,-0.019879,-0.329811,ECE574A0-9207-4C49-BC4F-83D8C2EE3AE4,flat-even
997,-0.877946,-0.038895,-0.477177,FE4BA3AF-7618-437F-8112-BDB41AA768EA,flat-even
998,-0.870278,-0.040312,-0.490909,4FCDB8BF-009C-499B-97F6-74DD1625776E,flat-even
999,-0.878372,0.026053,-0.477268,5B9910D4-68A6-43D2-AEBB-53B12C4D2E3A,flat-even
1000,-0.882661,-0.032276,-0.468902,722AAAD0-215B-48DF-87C9-4DD072748277,flat-even
1001,-0.937136,-0.020674,-0.348352,AD391A0E-DCD4-4FE4-9C36-FD091E9783C6,flat-even
1002,-0.642295,-0.014994,-0.76631,ADD15FD0-74C7-4D4A-B6C7-5FB97BBD869D,flat-even
1003,-0.76783,0.042149,-0.639265,C9CBF73C-BEAE-4066-AE02-45F6608866F9,flat-even
1004,-0.875836,0.017873,-0.482278,DBFAAC8F-289F-4216-AE7F-81CBF75F2305,flat-even
1005,-0.952288,-0.018764,-0.304624,E7F7B13F-46E7-42D8-89FD-127DE77A39DB,flat-even
1006,-0.72665,-0.036848,-0.686019,F3E33204-BF6D-41E8-852C-C88ADE1BD8BC,flat-even
1007,-0.921522,-0.025768,-0.387469,03C2A914-2999-4512-9296-83F44B645D4A,flat-even
1008,-0.871845,-0.063766,-0.485613,28D1CF49-82BB-484A-B0A7-BDEFA8C5C2F1,flat-even
1009,-0.922064,-0.018854,-0.386579,68540285-34E9-4DCA-B6A1-94A6D455F706,flat-even
1010,-0.8852,0.008916,-0.465125,8522D0A7-9558-40E9-A9A9-17B279BE2A01,flat-even
1011,-0.886807,-0.029249,-0.461213,88A84D82-BA0B-41E3-9595-035B3EED95FB,flat-even
1012,-0.801874,0.030658,-0.596707,9A4347F6-C565-477C-99EE-2625150CB001,flat-even
1013,-0.961467,-0.020523,-0.274154,AAEB1124-4E63-4EAA-A18D-CAAE4DF09DA7,flat-even
1014,-0.681703,0.022132,-0.731294,C7D03E84-F6E1-4333-81DD-25F0D0F3DDEE,flat-even
1015,-0.746096,-0.056143,-0.663467,C886B0F5-C7FB-49AF-A4A2-D0D8C76FD1D0,flat-even
1016,-0.908982,-0.022005,-0.416255,00EDCBFE-F6BC-423C-840F-BE7057F09403,flat-even
1017,-0.668293,-0.015357,-0.74374,188DC449-A646-473E-BB3B-1D6EC2564079,flat-even
1018,-0.926393,-0.063793,-0.371114,20900091-1096-4123-A5C4-535696F5049D,flat-even
1019,-0.798445,0.028548,-0.60139,27261C03-6501-422B-BF5A-EE174A48C0D8,flat-even
1020,-0.749156,-0.008208,-0.662343,47053315-4536-4F77-9251-20CC1998A67C,flat-even
1021,-0.860228,-0.033601,-0.508801,53DCB97E-9F77-45CA-B773-9F6462231242,flat-even
1022,-0.879485,-0.000372,-0.475927,546B2116-8A8B-4E3E-91B6-B980499FF472,flat-even
1023,-0.857259,-0.068869,-0.510259,C9E00985-D784-44AE-8589-6A9124167260,flat-even
1024,-0.86157,-0.055019,-0.504648,D261D218-79A3-43AD-97E1-CAB5398676ED,flat-even
1025,-0.752144,0.003903,-0.658987,7066B125-002A-4A76-8FE3-ECA4B823CCF3,flat-even
1026,-0.662065,3e-06,-0.749447,709D258C-9755-453A-800B-075660CAAA1E,flat-even
1027,-0.865599,-0.04009,-0.49913,74F13C91-D8A0-41D9-9663-BF0D4CD84E70,flat-even
1028,-0.891175,-0.036579,-0.452183,76B5B349-BD8E-4089-BF42-063B595A0627,flat-even
1029,-0.916399,-0.059367,-0.395838,982F97DE-80E0-4692-9BDA-73067ED0647B,flat-even
1030,-0.886578,-0.01817,-0.462222,CB34CA9A-F65B-4C2B-864D-6D51D248FCC8,flat-even
1031,-0.913262,-0.034244,-0.405931,CF559E31-78C3-45F1-8FE7-EE12D7F24A22,flat-even
1032,-0.803385,0.045979,-0.593682,D70FEE6A-CB48-4FF7-B37B-9BEBEC96F23D,flat-even
1033,-0.93385,-0.069378,-0.350871,6223538A-9744-45A2-9BAE-DEAE6CB3BC9C,flat-even
1034,-0.736764,0.013075,-0.676024,8BF6E8FE-86F3-413B-AAAF-F55CEAA7F23C,flat-even
1035,-0.792497,0.063803,-0.60653,962BCAAA-2780-48A0-9D49-A23EA3111E60,flat-even
1036,-0.866055,-0.003301,-0.499938,9F4A95BF-71B6-4093-AF15-E02FE453976B,flat-even
1037,-0.901126,0.002414,-0.433551,BAC0FEA2-CD96-4FB4-B9EB-40C45372C182,flat-even
1038,-0.864939,-0.088149,-0.494076,CB1E3573-BB89-42B4-BFC5-BD58BA85E89F,flat-even
1039,-0.905247,-0.010062,-0.424766,D0734F72-9177-4856-97FF-D79138654532,flat-even
1040,-0.86527,0.023023,-0.500778,D2BBCA82-9B0B-48A8-BD3C-A152E991CB47,flat-even
1041,-0.669531,-0.054644,-0.740772,E69A9BB4-853A-4A76-8B70-AC20CC939F64,flat-even
1042,-0.886806,0.029207,-0.461219,636FD9D9-9408-487A-B7EB-7F391449DE42,flat-even
1043,-0.856388,-0.023986,-0.515776,6DA8AE98-A38C-4360-8774-96D7EC141032,flat-even
1044,-0.786574,0.033055,-0.616611,6DBB62E3-D7FD-4022-B551-E0139ACD3A3E,flat-even
1045,-0.866527,-0.071566,-0.493972,7310645D-CB64-4DF5-BC66-9DB7BBBDF8B9,flat-even
1046,-0.854557,-0.017835,-0.519052,8118676C-770B-43D3-9840-D1B20906DB4C,flat-even
1047,-0.906811,0.024889,-0.420803,882BD4F7-B833-44BE-924F-24282C492FB9,flat-even
1048,-0.650086,-0.082441,-0.755376,B03C692F-E7FE-4999-812B-DF9FDA4AF8C4,flat-even
1049,-0.911068,-0.062274,-0.407527,E9BA4914-9026-4A6F-A728-53C920E3A561,flat-even
1050,-0.732794,0.018361,-0.680203,FA7FF18B-C0D7-4CD1-9429-0CED09212F7E,flat-even
1051,-0.734484,0.02882,-0.678014,1D6C4A4D-7856-4C7F-B150-7B7E72263874,flat-even
1052,-0.918352,-0.067224,-0.390013,3D386B42-438C-419B-9868-66D6D1B72688,flat-even
1053,-0.877978,-0.022581,-0.478169,61404E57-BCEF-4E87-9012-CEA0E3C4F402,flat-even
1054,-0.902976,0.038407,-0.427971,6782F003-A2F3-4FBB-AA9A-BDC399171737,flat-even
1055,-0.689265,-0.026415,-0.724028,72B3B462-09BD-4EFB-8329-DEF7D81F0E73,flat-even
1056,-0.83807,0.004069,-0.545547,A9576CAF-E67B-488C-AFF6-043779F2C9C3,flat-even
1057,-0.86194,-0.022475,-0.506512,B328634D-9855-4763-8EC4-84307915D865,flat-even
1058,-0.913752,-0.006813,-0.406216,CD796FBF-F762-49C6-963B-8B49F9B8F640,flat-even
1059,-0.789223,0.007407,-0.614062,EA31C032-DA94-4A08-9C61-9CDB5B996193,flat-even
1060,-0.920274,-0.009016,-0.391172,2F286AEE-BFAF-4DD3-A663-32A2059418DC,flat-even
1061,-0.875616,-0.011617,-0.482868,711A035B-0E82-4BAD-B330-D498111AC0BD,flat-even
1062,-0.873919,-0.028505,-0.485235,746FAC6A-91C5-448D-9352-F2CA412F1693,flat-even
1063,-0.83606,0.038487,-0.547287,7EE7F49B-5CB5-450F-8037-F90D98BA2EA5,flat-even
1064,-0.748691,0.013683,-0.662778,950434A7-F066-47FD-B0F5-193BEB22BE1E,flat-even
